日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2020-03-13,1000.0,,2089400,2089400000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-16,971.0,-2.9000000000000026,2025800,1967051800.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-17,910.0,-6.282183316168899,340800,310128000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-18,875.0,-3.846153846153844,300400,262850000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-19,786.0,-10.171428571428576,293800,230926800.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-23,746.5,-5.025445292620868,93600,69872400.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-24,720.5,-3.482920294708636,108600,78246300.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-25,750.0,4.094378903539209,49400,37050000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-26,650.0,-13.33333333333333,50000,32500000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-27,651.5,0.2307692307692344,40000,26060000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-30,635.0,-2.5326170376055224,23600,14986000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-03-31,755.0,18.8976377952756,60800,45904000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-01,755.0,0.0,37000,27935000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-02,757.0,0.2649006622516658,16400,12414800.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-03,752.0,-0.6605019815059454,9800,7369600.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-06,718.0,-4.521276595744683,8800,6318400.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-07,725.0,0.9749303621169992,6000,4350000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-08,752.5,3.7931034482758585,24200,18210500.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-09,845.5,12.358803986710964,64800,54788400.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-10,899.0,6.327616794795987,75400,67784600.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-13,882.5,-1.8353726362625111,58800,51891000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-14,885.5,0.3399433427762055,50000,44275000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-15,920.0,3.8961038961038863,126200,116104000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-16,901.5,-2.010869565217388,99000,89248500.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-17,892.5,-0.9983361064891838,48200,43018500.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-20,900.5,0.8963585434173638,426400,383973200.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-21,840.0,-6.718489727928933,169400,142296000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-22,745.0,-11.309523809523814,120400,89698000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-23,766.5,2.88590604026846,49400,37865100.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-24,752.5,-1.82648401826484,37800,28444500.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-27,772.5,2.657807308970095,18000,13905000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-28,777.0,0.5825242718446644,30800,23931600.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-04-30,801.0,3.088803088803082,31200,24991200.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-01,789.5,-1.4357053682896417,23000,18158500.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-07,783.0,-0.8233058898036716,25600,20044800.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-08,749.5,-4.278416347381864,52800,39573600.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-11,850.0,13.408939292861907,83600,71060000.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-12,796.0,-6.352941176470583,40200,31999200.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-13,790.5,-0.6909547738693456,17400,13754700.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
2020-05-14,779.5,-1.3915243516761544,21400,16681300.0,16.753859,3.4752932,8455647744.0,30.931,76.46,,,
